biol_rep;cultivation_method;damage;cell_amount;timepoint;deltaCt;gene
5;1;1;0.325;1;1.79470075;CYP27A1
5;1;0;3.25;1;2.49763225;CYP27A1
5;1;0;1.3;1;2.105373;CYP27A1
5;1;0;0.65;1;2.156376;CYP27A1
5;1;0;0.325;1;1.670137;CYP27A1
1;0;1;3.2;0;3.4725985;CYP2B6
1;0;1;0.65;0;2.7104945;CYP2B6
1;0;1;0.13;0;2.602861875;CYP2B6
1;0;1;0.026;0;2.77968475;CYP2B6
1;0;0;3.2;0;3.360317625;CYP2B6
1;0;0;0.65;0;2.21479325;CYP2B6
1;0;0;0.13;0;2.3535775;CYP2B6
1;0;0;0.026;0;3.02425275;CYP2B6
1;0;0;0.0052;0;3.3764575;CYP2B6
2;0;1;3.2;0;4.8845265;CYP2B6
2;0;1;0.65;0;3.96545925;CYP2B6
2;0;1;0.13;0;3.31687525;CYP2B6
2;0;0;3.2;0;5.29292;CYP2B6
2;0;0;0.65;0;4.95646;CYP2B6
2;0;0;0.13;0;3.2910265;CYP2B6
2;0;0;0.026;0;3.683;CYP2B6
2;0;0;0.0052;0;4.09467725;CYP2B6
1;1;1;3.25;0;7.246916;CYP2B6
1;1;1;0.65;0;3.56801175;CYP2B6
1;1;0;3.25;0;6.80756525;CYP2B6
1;1;0;0.65;0;2.89225125;CYP2B6
1;0;1;3.2;1;5.064666;CYP2B6
1;0;1;0.65;1;3.77039675;CYP2B6
1;0;1;0.13;1;3.539267375;CYP2B6
1;0;1;0.026;1;3.16157925;CYP2B6
1;0;0;3.2;1;4.92275725;CYP2B6
1;0;0;0.65;1;3.86560675;CYP2B6
1;0;0;0.13;1;2.11119075;CYP2B6
1;0;0;0.026;1;2.99984125;CYP2B6
2;0;1;3.2;1;3.13924625;CYP2B6
2;0;1;0.65;1;3.07705125;CYP2B6
2;0;1;0.13;1;2.12657;CYP2B6
2;0;1;0.026;1;2.358588625;CYP2B6
2;0;0;3.2;1;2.87412375;CYP2B6
2;0;0;0.65;1;3.54648675;CYP2B6
2;0;0;0.13;1;2.348698;CYP2B6
2;0;0;0.026;1;3.180257;CYP2B6
2;0;0;0.0052;1;2.727049;CYP2B6
3;0;1;3.2;0;3.442471;CYP2B6
3;0;1;0.65;0;2.609143125;CYP2B6
3;0;1;0.13;0;2.549633625;CYP2B6
3;0;1;0.026;0;2.8351805;CYP2B6
3;0;0;3.2;0;5.1589845;CYP2B6
3;0;0;0.65;0;4.10270375;CYP2B6
3;0;0;0.13;0;2.65182625;CYP2B6
3;0;0;0.026;0;3.22481675;CYP2B6
3;0;0;0.0052;0;2.87050875;CYP2B6
1;1;1;3.25;1;5.804888;CYP2B6
1;1;1;0.65;1;3.305822125;CYP2B6
1;1;1;0.13;1;3.34348025;CYP2B6
1;1;0;3.25;1;6.64938675;CYP2B6
1;1;0;0.65;1;3.83222275;CYP2B6
1;1;0;0.13;1;3.56651125;CYP2B6
3;0;1;3.2;1;4.48941425;CYP2B6
3;0;1;0.65;1;4.5320105;CYP2B6
3;0;1;0.13;1;2.74666225;CYP2B6
3;0;1;0.026;1;2.25220925;CYP2B6
3;0;1;0.0052;1;2.55342925;CYP2B6
3;0;0;3.2;1;5.951538;CYP2B6
3;0;0;0.65;1;4.22046125;CYP2B6
3;0;0;0.13;1;2.74640975;CYP2B6
3;0;0;0.026;1;2.3985205;CYP2B6
3;0;0;0.0052;1;2.030239625;CYP2B6
4;0;1;3.2;0;5.60499575;CYP2B6
4;0;1;0.65;0;4.0224865;CYP2B6
4;0;1;0.13;0;2.96443075;CYP2B6
4;0;1;0.026;0;3.00037825;CYP2B6
4;0;1;0.0052;0;4.723926125;CYP2B6
4;0;0;3.2;0;6.47687775;CYP2B6
4;0;0;0.65;0;4.82923775;CYP2B6
4;0;0;0.13;0;3.1351955;CYP2B6
4;0;0;0.026;0;3.111128;CYP2B6
4;0;0;0.0052;0;3.651663;CYP2B6
2;1;1;3.25;0;7.791266;CYP2B6
2;1;1;1.3;0;5.5266;CYP2B6
2;1;1;0.65;0;3.768232375;CYP2B6
2;1;1;0.325;0;3.67188;CYP2B6
2;1;0;3.25;0;7.27184075;CYP2B6
2;1;0;1.3;0;4.60401625;CYP2B6
2;1;0;0.65;0;3.31694575;CYP2B6
2;1;0;0.325;0;3.1951795;CYP2B6
4;0;1;3.2;1;2.60271975;CYP2B6
4;0;1;0.65;1;3.15522375;CYP2B6
4;0;1;0.13;1;1.992671875;CYP2B6
4;0;1;0.026;1;2.3564255;CYP2B6
4;0;0;3.2;1;2.51775025;CYP2B6
4;0;0;0.65;1;2.99148175;CYP2B6
4;0;0;0.13;1;2.48395925;CYP2B6
4;0;0;0.026;1;2.486141;CYP2B6
4;0;0;0.0052;1;2.80747425;CYP2B6
2;1;1;3.25;1;3.9586375;CYP2B6
2;1;1;1.3;1;3.0817825;CYP2B6
2;1;1;0.65;1;2.509047375;CYP2B6
2;1;1;0.325;1;1.758791;CYP2B6
2;1;1;0.13;1;2.3893455;CYP2B6
2;1;0;3.25;1;3.6630135;CYP2B6
2;1;0;1.3;1;2.59261125;CYP2B6
2;1;0;0.65;1;2.58812525;CYP2B6
2;1;0;0.325;1;1.911145;CYP2B6
2;1;0;0.13;1;2.46516575;CYP2B6
3;1;1;3.25;0;5.43240425;CYP2B6
3;1;1;1.3;0;4.16151175;CYP2B6
3;1;1;0.65;0;3.09835575;CYP2B6
3;1;1;0.325;0;3.46327275;CYP2B6
3;1;1;0.13;0;4.632589;CYP2B6
3;1;0;3.25;0;5.07656175;CYP2B6
3;1;0;1.3;0;3.5054755;CYP2B6
3;1;0;0.65;0;3.311403875;CYP2B6
3;1;0;0.325;0;3.2773175;CYP2B6
3;1;0;0.13;0;4.28288425;CYP2B6
5;0;1;3.2;0;3.35464125;CYP2B6
5;0;1;0.65;0;3.2806385;CYP2B6
5;0;1;0.13;0;2.608057;CYP2B6
5;0;1;0.026;0;2.3600555;CYP2B6
5;0;1;0.0052;0;2.568544;CYP2B6
5;0;0;3.2;0;2.8275705;CYP2B6
5;0;0;0.65;0;2.8700315;CYP2B6
5;0;0;0.13;0;3.11732775;CYP2B6
5;0;0;0.026;0;2.1508425;CYP2B6
5;0;0;0.0052;0;1.89776575;CYP2B6
3;1;1;3.25;1;2.304963125;CYP2B6
3;1;1;1.3;1;4.13406075;CYP2B6
3;1;1;0.65;1;2.77224075;CYP2B6
3;1;1;0.325;1;3.46601;CYP2B6
3;1;1;0.13;1;3.1896215;CYP2B6
3;1;0;3.25;1;3.3238965;CYP2B6
3;1;0;1.3;1;2.3829045;CYP2B6
3;1;0;0.65;1;3.575703;CYP2B6
3;1;0;0.325;1;2.26440225;CYP2B6
3;1;0;0.13;1;3.194351;CYP2B6
5;0;1;3.2;1;4.36983425;CYP2B6
5;0;1;0.65;1;3.84391225;CYP2B6
5;0;1;0.13;1;4.49428225;CYP2B6
5;0;1;0.026;1;2.474876;CYP2B6
5;0;1;0.0052;1;1.8355815;CYP2B6
5;0;0;3.2;1;5.34260075;CYP2B6
5;0;0;0.13;1;4.61896725;CYP2B6
5;0;0;0.026;1;2.9264635;CYP2B6
5;0;0;0.0052;1;1.918267125;CYP2B6
4;1;1;3.25;0;5.3787445;CYP2B6
4;1;1;1.3;0;3.84696825;CYP2B6
4;1;1;0.65;0;3.739766;CYP2B6
4;1;1;0.325;0;3.6923615;CYP2B6
4;1;0;3.25;0;5.919712;CYP2B6
4;1;0;1.3;0;3.6929295;CYP2B6
4;1;0;0.65;0;3.47919275;CYP2B6
4;1;0;0.325;0;3.50845;CYP2B6
4;1;1;3.25;1;4.38715425;CYP2B6
4;1;1;1.3;1;4.55697675;CYP2B6
4;1;1;0.65;1;2.505792875;CYP2B6
4;1;1;0.325;1;2.226333;CYP2B6
4;1;0;3.25;1;5.014031;CYP2B6
4;1;0;1.3;1;3.7879765;CYP2B6
4;1;0;0.65;1;3.12408025;CYP2B6
4;1;0;0.325;1;2.75680675;CYP2B6
4;1;0;0.13;1;2.5324005;CYP2B6
5;1;1;3.25;0;3.44986325;CYP2B6
5;1;1;1.3;0;3.34245925;CYP2B6
5;1;1;0.65;0;3.15072125;CYP2B6
5;1;0;3.25;0;3.376792;CYP2B6
5;1;0;1.3;0;3.56032075;CYP2B6
5;1;0;0.65;0;2.8894255;CYP2B6
5;1;0;0.325;0;2.79706325;CYP2B6
5;1;1;3.25;1;3.7243955;CYP2B6
5;1;1;1.3;1;3.58095175;CYP2B6
5;1;1;0.65;1;2.173517625;CYP2B6
5;1;1;0.325;1;2.94239475;CYP2B6
5;1;0;3.25;1;3.95725575;CYP2B6
5;1;0;1.3;1;3.1161425;CYP2B6
5;1;0;0.65;1;2.6097905;CYP2B6
5;1;0;0.325;1;2.3188845;CYP2B6
1;0;1;3.2;0;2.2393135;CYP2C19
1;0;1;0.65;0;0.9253;CYP2C19
1;0;1;0.13;0;2.021634875;CYP2C19
1;0;1;0.026;0;2.53610025;CYP2C19
1;0;0;3.2;0;1.986948125;CYP2C19
1;0;0;0.65;0;2.30853775;CYP2C19
1;0;0;0.13;0;1.7614245;CYP2C19
1;0;0;0.026;0;2.90652325;CYP2C19
1;0;0;0.0052;0;3.635175;CYP2C19
2;0;1;3.2;0;4.350669;CYP2C19
2;0;1;0.65;0;4.27379025;CYP2C19
2;0;1;0.13;0;3.85862175;CYP2C19
2;0;0;3.2;0;4.9476305;CYP2C19
2;0;0;0.65;0;4.577286;CYP2C19
2;0;0;0.13;0;3.488654;CYP2C19
2;0;0;0.026;0;3.731581;CYP2C19
2;0;0;0.0052;0;5.12695275;CYP2C19
1;1;1;3.25;0;6.387828;CYP2C19
1;1;1;0.65;0;2.86730725;CYP2C19
1;1;0;3.25;0;5.61428675;CYP2C19
1;1;0;0.65;0;2.87842225;CYP2C19
1;0;1;3.2;1;2.6964655;CYP2C19
1;0;1;0.65;1;2.16552275;CYP2C19
1;0;1;0.13;1;1.096222875;CYP2C19
1;0;1;0.026;1;3.29327075;CYP2C19
1;0;0;3.2;1;3.99504925;CYP2C19
1;0;0;0.65;1;2.73928075;CYP2C19
1;0;0;0.13;1;2.17167775;CYP2C19
1;0;0;0.026;1;1.48096625;CYP2C19
2;0;1;3.2;1;1.69216575;CYP2C19
2;0;1;0.65;1;1.79751675;CYP2C19
2;0;1;0.13;1;1.244335;CYP2C19
2;0;1;0.026;1;1.599933625;CYP2C19
2;0;0;3.2;1;0.92124225;CYP2C19
2;0;0;0.65;1;1.50249625;CYP2C19
2;0;0;0.13;1;1.4618335;CYP2C19
2;0;0;0.026;1;2.2898185;CYP2C19
2;0;0;0.0052;1;3.0585865;CYP2C19
3;0;1;3.2;0;1.784259;CYP2C19
3;0;1;0.65;0;1.393625625;CYP2C19
3;0;1;0.13;0;1.769210125;CYP2C19
3;0;1;0.026;0;2.7783455;CYP2C19
3;0;0;3.2;0;2.187776;CYP2C19
3;0;0;0.65;0;1.41272725;CYP2C19
3;0;0;0.13;0;1.56081225;CYP2C19
3;0;0;0.026;0;2.19116975;CYP2C19
3;0;0;0.0052;0;2.37611675;CYP2C19
1;1;1;3.25;1;4.4112125;CYP2C19
1;1;1;0.65;1;2.108474625;CYP2C19
1;1;1;0.13;1;2.38366675;CYP2C19
1;1;0;3.25;1;4.69659825;CYP2C19
1;1;0;0.65;1;2.25868825;CYP2C19
1;1;0;0.13;1;2.71815825;CYP2C19
3;0;1;3.2;1;2.48567925;CYP2C19
3;0;1;0.65;1;2.3582635;CYP2C19
3;0;1;0.13;1;1.89131775;CYP2C19
3;0;1;0.026;1;1.56577725;CYP2C19
3;0;1;0.0052;1;2.03868375;CYP2C19
3;0;0;3.2;1;2.8322465;CYP2C19
3;0;0;0.65;1;1.86425025;CYP2C19
3;0;0;0.13;1;1.11964975;CYP2C19
3;0;0;0.026;1;1.1576745;CYP2C19
3;0;0;0.0052;1;1.891567125;CYP2C19
4;0;1;3.2;0;3.31496675;CYP2C19
4;0;1;0.65;0;2.2016975;CYP2C19
4;0;1;0.13;0;2.12014425;CYP2C19
4;0;1;0.026;0;2.46452375;CYP2C19
4;0;1;0.0052;0;3.885487125;CYP2C19
4;0;0;3.2;0;4.52939625;CYP2C19
4;0;0;0.65;0;2.48601525;CYP2C19
4;0;0;0.13;0;2.286903;CYP2C19
4;0;0;0.026;0;2.474439;CYP2C19
4;0;0;0.0052;0;3.4280755;CYP2C19
2;1;1;3.25;0;3.170734;CYP2C19
2;1;1;1.3;0;1.240182;CYP2C19
2;1;1;0.65;0;1.000298875;CYP2C19
2;1;1;0.325;0;1.5942285;CYP2C19
2;1;0;3.25;0;4.07242175;CYP2C19
2;1;0;1.3;0;1.57713075;CYP2C19
2;1;0;0.65;0;1.19573025;CYP2C19
2;1;0;0.325;0;1.635264;CYP2C19
4;0;1;3.2;1;0.67836075;CYP2C19
4;0;1;0.65;1;1.39641175;CYP2C19
4;0;1;0.13;1;1.207327375;CYP2C19
4;0;1;0.026;1;1.9893145;CYP2C19
4;0;0;3.2;1;0.76569075;CYP2C19
4;0;0;0.65;1;1.45187675;CYP2C19
4;0;0;0.13;1;1.33171725;CYP2C19
4;0;0;0.026;1;1.12483;CYP2C19
4;0;0;0.0052;1;2.20574275;CYP2C19
2;1;1;3.25;1;1.44714;CYP2C19
2;1;1;1.3;1;1.2449565;CYP2C19
2;1;1;0.65;1;0.958575375;CYP2C19
2;1;1;0.325;1;0.929365;CYP2C19
2;1;1;0.13;1;2.003227;CYP2C19
2;1;0;3.25;1;1.0215655;CYP2C19
2;1;0;1.3;1;0.84341825;CYP2C19
2;1;0;0.65;1;0.69066975;CYP2C19
2;1;0;0.325;1;0.8317785;CYP2C19
2;1;0;0.13;1;2.03085325;CYP2C19
3;1;1;3.25;0;2.80207175;CYP2C19
3;1;1;1.3;0;2.21000175;CYP2C19
3;1;1;0.65;0;1.09724525;CYP2C19
3;1;1;0.325;0;2.16917875;CYP2C19
3;1;1;0.13;0;3.656615;CYP2C19
3;1;0;3.25;0;2.72689725;CYP2C19
3;1;0;1.3;0;1.908967;CYP2C19
3;1;0;0.65;0;0.981727875;CYP2C19
3;1;0;0.325;0;1.9667335;CYP2C19
3;1;0;0.13;0;3.57153275;CYP2C19
5;0;1;3.2;0;1.87313625;CYP2C19
5;0;1;0.65;0;1.9772215;CYP2C19
5;0;1;0.13;0;1.9015375;CYP2C19
5;0;1;0.026;0;1.9999345;CYP2C19
5;0;1;0.0052;0;2.5323815;CYP2C19
5;0;0;3.2;0;1.0229565;CYP2C19
5;0;0;0.65;0;1.249686;CYP2C19
5;0;0;0.13;0;2.08334925;CYP2C19
5;0;0;0.026;0;1.7652925;CYP2C19
5;0;0;0.0052;0;2.09583725;CYP2C19
3;1;1;3.25;1;1.939816125;CYP2C19
3;1;1;1.3;1;1.77379275;CYP2C19
3;1;1;0.65;1;1.75637075;CYP2C19
3;1;1;0.325;1;2.127971;CYP2C19
3;1;1;0.13;1;3.1566955;CYP2C19
3;1;0;3.25;1;0.766944;CYP2C19
3;1;0;1.3;1;0.629967;CYP2C19
3;1;0;0.65;1;1.303848;CYP2C19
3;1;0;0.325;1;1.64382075;CYP2C19
3;1;0;0.13;1;2.939125;CYP2C19
5;0;1;3.2;1;2.36793675;CYP2C19
5;0;1;0.65;1;2.29074875;CYP2C19
5;0;1;0.13;1;2.96840875;CYP2C19
5;0;1;0.026;1;2.10935;CYP2C19
5;0;1;0.0052;1;2.389041;CYP2C19
5;0;0;3.2;1;2.80309075;CYP2C19
5;0;0;0.13;1;2.50720425;CYP2C19
5;0;0;0.026;1;2.127696;CYP2C19
5;0;0;0.0052;1;2.203589625;CYP2C19
4;1;1;3.25;0;2.710841;CYP2C19
4;1;1;1.3;0;2.12320125;CYP2C19
4;1;1;0.65;0;2.4816465;CYP2C19
4;1;1;0.325;0;3.117025;CYP2C19
4;1;0;3.25;0;3.433101;CYP2C19
4;1;0;1.3;0;1.656664;CYP2C19
4;1;0;0.65;0;2.49438025;CYP2C19
4;1;0;0.325;0;2.354416;CYP2C19
4;1;1;3.25;1;2.27777725;CYP2C19
4;1;1;1.3;1;2.56893725;CYP2C19
4;1;1;0.65;1;2.012066375;CYP2C19
4;1;1;0.325;1;1.898668;CYP2C19
4;1;0;3.25;1;2.249011;CYP2C19
4;1;0;1.3;1;2.1771005;CYP2C19
4;1;0;0.65;1;2.13959675;CYP2C19
4;1;0;0.325;1;1.91732125;CYP2C19
4;1;0;0.13;1;2.181086;CYP2C19
5;1;1;3.25;0;1.68194925;CYP2C19
5;1;1;1.3;0;2.21216975;CYP2C19
5;1;1;0.65;0;2.32275975;CYP2C19
5;1;0;3.25;0;2.8758605;CYP2C19
5;1;0;1.3;0;2.37409275;CYP2C19
5;1;0;0.65;0;2.7196405;CYP2C19
5;1;0;0.325;0;3.20932175;CYP2C19
5;1;1;3.25;1;1.9187915;CYP2C19
5;1;1;1.3;1;3.26038525;CYP2C19
5;1;1;0.65;1;3.254396625;CYP2C19
5;1;1;0.325;1;3.40361425;CYP2C19
5;1;0;3.25;1;1.99090975;CYP2C19
5;1;0;1.3;1;1.76304;CYP2C19
5;1;0;0.65;1;2.274187;CYP2C19
5;1;0;0.325;1;2.3506265;CYP2C19
1;0;1;3.2;0;2.959894;CYP2C8
1;0;1;0.65;0;2.8302945;CYP2C8
1;0;1;0.13;0;2.837316375;CYP2C8
1;0;1;0.026;0;3.44298225;CYP2C8
1;0;0;3.2;0;3.515763125;CYP2C8
1;0;0;0.65;0;2.66294775;CYP2C8
1;0;0;0.13;0;3.0549795;CYP2C8
1;0;0;0.026;0;3.37454925;CYP2C8
1;0;0;0.0052;0;4.2769655;CYP2C8
2;0;1;3.2;0;4.673865;CYP2C8
2;0;1;0.65;0;4.99451525;CYP2C8
2;0;1;0.13;0;4.15918175;CYP2C8
2;0;0;3.2;0;4.1048735;CYP2C8
2;0;0;0.65;0;4.891941;CYP2C8
2;0;0;0.13;0;3.9009975;CYP2C8
2;0;0;0.026;0;3.9118495;CYP2C8
2;0;0;0.0052;0;6.28495825;CYP2C8
1;1;1;3.25;0;4.37813;CYP2C8
1;1;1;0.65;0;2.26193575;CYP2C8
1;1;0;3.25;0;4.00394875;CYP2C8
1;1;0;0.65;0;2.16767925;CYP2C8
1;0;1;3.2;1;3.22621;CYP2C8
1;0;1;0.65;1;2.63779675;CYP2C8
1;0;1;0.13;1;2.434068875;CYP2C8
1;0;1;0.026;1;2.60166075;CYP2C8
1;0;0;3.2;1;4.19034575;CYP2C8
1;0;0;0.65;1;2.46909825;CYP2C8
1;0;0;0.13;1;1.82396275;CYP2C8
1;0;0;0.026;1;2.43602825;CYP2C8
2;0;1;3.2;1;3.13470675;CYP2C8
2;0;1;0.65;1;3.31382425;CYP2C8
2;0;1;0.13;1;2.8140515;CYP2C8
2;0;1;0.026;1;3.242217125;CYP2C8
2;0;0;3.2;1;2.73381475;CYP2C8
2;0;0;0.65;1;3.24273675;CYP2C8
2;0;0;0.13;1;2.67442;CYP2C8
2;0;0;0.026;1;2.966734;CYP2C8
2;0;0;0.0052;1;3.3274955;CYP2C8
3;0;1;3.2;0;2.992949;CYP2C8
3;0;1;0.65;0;2.891128125;CYP2C8
3;0;1;0.13;0;2.652732125;CYP2C8
3;0;1;0.026;0;4.974114;CYP2C8
3;0;0;3.2;0;3.3453365;CYP2C8
3;0;0;0.65;0;3.38056325;CYP2C8
3;0;0;0.13;0;3.03877975;CYP2C8
3;0;0;0.026;0;3.50931175;CYP2C8
3;0;0;0.0052;0;3.62917275;CYP2C8
1;1;1;3.25;1;5.668957;CYP2C8
1;1;1;0.65;1;2.094677125;CYP2C8
1;1;1;0.13;1;3.48594925;CYP2C8
1;1;0;3.25;1;4.93438625;CYP2C8
1;1;0;0.65;1;2.66062675;CYP2C8
1;1;0;0.13;1;3.26934625;CYP2C8
3;0;1;3.2;1;2.98140475;CYP2C8
3;0;1;0.65;1;3.3505415;CYP2C8
3;0;1;0.13;1;2.51592075;CYP2C8
3;0;1;0.026;1;2.53976275;CYP2C8
3;0;1;0.0052;1;4.52003475;CYP2C8
3;0;0;3.2;1;4.174906;CYP2C8
3;0;0;0.65;1;2.45610075;CYP2C8
3;0;0;0.13;1;2.50546325;CYP2C8
3;0;0;0.026;1;2.405348;CYP2C8
3;0;0;0.0052;1;2.550587625;CYP2C8
4;0;1;3.2;0;3.77516175;CYP2C8
4;0;1;0.65;0;3.3929635;CYP2C8
4;0;1;0.13;0;2.69381975;CYP2C8
4;0;1;0.026;0;2.75575325;CYP2C8
4;0;1;0.0052;0;4.345852625;CYP2C8
4;0;0;3.2;0;4.44974025;CYP2C8
4;0;0;0.65;0;2.89614575;CYP2C8
4;0;0;0.13;0;2.99712;CYP2C8
4;0;0;0.026;0;2.8927575;CYP2C8
4;0;0;0.0052;0;3.9583525;CYP2C8
2;1;1;3.25;0;4.132483;CYP2C8
2;1;1;1.3;0;2.571011;CYP2C8
2;1;1;0.65;0;2.195690875;CYP2C8
2;1;1;0.325;0;2.4384475;CYP2C8
2;1;0;3.25;0;4.78830125;CYP2C8
2;1;0;1.3;0;2.95400425;CYP2C8
2;1;0;0.65;0;2.64487325;CYP2C8
2;1;0;0.325;0;2.6435405;CYP2C8
4;0;1;3.2;1;1.98503025;CYP2C8
4;0;1;0.65;1;2.55705275;CYP2C8
4;0;1;0.13;1;2.494606875;CYP2C8
4;0;1;0.026;1;2.692029;CYP2C8
4;0;0;3.2;1;2.26594725;CYP2C8
4;0;0;0.65;1;2.66043375;CYP2C8
4;0;0;0.13;1;2.93535575;CYP2C8
4;0;0;0.026;1;2.372384;CYP2C8
4;0;0;0.0052;1;3.49914725;CYP2C8
2;1;1;3.25;1;3.522491;CYP2C8
2;1;1;1.3;1;3.050029;CYP2C8
2;1;1;0.65;1;2.860314875;CYP2C8
2;1;1;0.325;1;2.8532605;CYP2C8
2;1;1;0.13;1;3.754949;CYP2C8
2;1;0;3.25;1;2.2874745;CYP2C8
2;1;0;1.3;1;2.64294925;CYP2C8
2;1;0;0.65;1;2.50240575;CYP2C8
2;1;0;0.325;1;2.7578685;CYP2C8
2;1;0;0.13;1;3.59922775;CYP2C8
3;1;1;3.25;0;3.73159675;CYP2C8
3;1;1;1.3;0;2.94713125;CYP2C8
3;1;1;0.65;0;2.46777925;CYP2C8
3;1;1;0.325;0;3.05663575;CYP2C8
3;1;1;0.13;0;5.1133805;CYP2C8
3;1;0;3.25;0;4.49024275;CYP2C8
3;1;0;1.3;0;2.8591275;CYP2C8
3;1;0;0.65;0;2.478976375;CYP2C8
3;1;0;0.325;0;3.0568675;CYP2C8
3;1;0;0.13;0;4.46598575;CYP2C8
5;0;1;3.2;0;1.87792275;CYP2C8
5;0;1;0.65;0;2.570912;CYP2C8
5;0;1;0.13;0;2.3798995;CYP2C8
5;0;1;0.026;0;2.6882635;CYP2C8
5;0;1;0.0052;0;3.03245;CYP2C8
5;0;0;3.2;0;1.7109745;CYP2C8
5;0;0;0.65;0;2.1384555;CYP2C8
5;0;0;0.13;0;2.45410625;CYP2C8
5;0;0;0.026;0;2.220264;CYP2C8
5;0;0;0.0052;0;2.72765025;CYP2C8
3;1;1;3.25;1;1.451234125;CYP2C8
3;1;1;1.3;1;3.27628575;CYP2C8
3;1;1;0.65;1;3.15932425;CYP2C8
3;1;1;0.325;1;2.943962;CYP2C8
3;1;1;0.13;1;4.2937815;CYP2C8
3;1;0;3.25;1;2.5374195;CYP2C8
3;1;0;1.3;1;2.1015025;CYP2C8
3;1;0;0.65;1;2.6078955;CYP2C8
3;1;0;0.325;1;2.74481125;CYP2C8
3;1;0;0.13;1;3.921737;CYP2C8
5;0;1;3.2;1;2.89952675;CYP2C8
5;0;1;0.65;1;3.02874625;CYP2C8
5;0;1;0.13;1;4.31208225;CYP2C8
5;0;1;0.026;1;2.966095;CYP2C8
5;0;1;0.0052;1;3.3871745;CYP2C8
5;0;0;3.2;1;3.85033375;CYP2C8
5;0;0;0.13;1;3.66441775;CYP2C8
5;0;0;0.026;1;2.96604;CYP2C8
5;0;0;0.0052;1;3.480399125;CYP2C8
4;1;1;3.25;0;2.9084595;CYP2C8
4;1;1;1.3;0;3.00176375;CYP2C8
4;1;1;0.65;0;3.1235025;CYP2C8
4;1;1;0.325;0;3.5685575;CYP2C8
4;1;0;3.25;0;3.5031795;CYP2C8
4;1;0;1.3;0;2.6618675;CYP2C8
4;1;0;0.65;0;3.06110575;CYP2C8
4;1;0;0.325;0;3.346389;CYP2C8
4;1;1;3.25;1;3.18848375;CYP2C8
4;1;1;1.3;1;3.52278625;CYP2C8
4;1;1;0.65;1;2.766148375;CYP2C8
4;1;1;0.325;1;2.894237;CYP2C8
4;1;0;3.25;1;3.117973;CYP2C8
4;1;0;1.3;1;3.174136;CYP2C8
4;1;0;0.65;1;2.84820575;CYP2C8
4;1;0;0.325;1;2.74114725;CYP2C8
4;1;0;0.13;1;2.8418005;CYP2C8
5;1;1;3.25;0;2.73840325;CYP2C8
5;1;1;1.3;0;3.17678175;CYP2C8
5;1;1;0.65;0;3.23292425;CYP2C8
5;1;0;3.25;0;2.6685105;CYP2C8
5;1;0;1.3;0;3.18527525;CYP2C8
5;1;0;0.65;0;3.1116955;CYP2C8
5;1;0;0.325;0;3.55403975;CYP2C8
5;1;1;3.25;1;3.2154795;CYP2C8
5;1;1;1.3;1;3.34223675;CYP2C8
