biol_rep;cultivation_method;damage;cell_amount;timepoint;deltaCt;gene
5;1;0;0.65;1;2.1989255;CYP2E1
5;1;0;0.325;1;2.7265445;CYP2E1
1;0;1;3.2;0;-0.197524;CYP3A4
1;0;1;0.65;0;-0.6353085;CYP3A4
1;0;1;0.13;0;-0.932894625;CYP3A4
1;0;1;0.026;0;16.92904675;CYP3A4
1;0;0;3.2;0;-0.450037875;CYP3A4
1;0;0;0.65;0;0.38683225;CYP3A4
1;0;0;0.13;0;-1.048773;CYP3A4
1;0;0;0.026;0;-0.75616675;CYP3A4
1;0;0;0.0052;0;0.0900695;CYP3A4
2;0;1;3.2;0;-0.2411075;CYP3A4
2;0;1;0.65;0;-0.47637425;CYP3A4
2;0;1;0.13;0;-1.45116175;CYP3A4
2;0;0;3.2;0;0.2000875;CYP3A4
2;0;0;0.65;0;0.2711995;CYP3A4
2;0;0;0.13;0;-1.2963775;CYP3A4
2;0;0;0.026;0;-1.405503;CYP3A4
2;0;0;0.0052;0;-0.22794125;CYP3A4
1;1;1;3.25;0;2.4622725;CYP3A4
1;1;1;0.65;0;-1.13487825;CYP3A4
1;1;0;3.25;0;1.81412375;CYP3A4
1;1;0;0.65;0;-0.69273825;CYP3A4
1;0;1;3.2;1;0.6606265;CYP3A4
1;0;1;0.65;1;-0.31819525;CYP3A4
1;0;1;0.13;1;-2.453972625;CYP3A4
1;0;1;0.026;1;-0.71793175;CYP3A4
1;0;0;3.2;1;1.20216375;CYP3A4
1;0;0;0.65;1;0.18677525;CYP3A4
1;0;0;0.13;1;-1.96024225;CYP3A4
1;0;0;0.026;1;-1.92242875;CYP3A4
2;0;1;3.2;1;-1.06558075;CYP3A4
2;0;1;0.65;1;-0.66514975;CYP3A4
2;0;1;0.13;1;-2.1076415;CYP3A4
2;0;1;0.026;1;-1.938894875;CYP3A4
2;0;0;3.2;1;-1.67085175;CYP3A4
2;0;0;0.65;1;-0.85686175;CYP3A4
2;0;0;0.13;1;-1.700339;CYP3A4
2;0;0;0.026;1;-0.489914;CYP3A4
2;0;0;0.0052;1;-0.600426;CYP3A4
3;0;1;3.2;0;-1.161469;CYP3A4
3;0;1;0.65;0;-1.670423375;CYP3A4
3;0;1;0.13;0;-1.857511875;CYP3A4
3;0;1;0.026;0;0.435458;CYP3A4
3;0;0;3.2;0;-0.9587665;CYP3A4
3;0;0;0.65;0;-0.87963475;CYP3A4
3;0;0;0.13;0;-1.58556375;CYP3A4
3;0;0;0.026;0;-1.24629825;CYP3A4
3;0;0;0.0052;0;-1.44720075;CYP3A4
1;1;1;3.25;1;1.044598;CYP3A4
1;1;1;0.65;1;-0.592580875;CYP3A4
1;1;1;0.13;1;-0.59268125;CYP3A4
1;1;0;3.25;1;1.24411425;CYP3A4
1;1;0;0.65;1;-0.54022975;CYP3A4
1;1;0;0.13;1;-0.34070775;CYP3A4
3;0;1;3.2;1;0.24686025;CYP3A4
3;0;1;0.65;1;0.2752205;CYP3A4
3;0;1;0.13;1;-1.48952925;CYP3A4
3;0;1;0.026;1;-1.68572425;CYP3A4
3;0;1;0.0052;1;-1.24191775;CYP3A4
3;0;0;3.2;1;1.050945;CYP3A4
3;0;0;0.65;1;-0.16500625;CYP3A4
3;0;0;0.13;1;-1.27027775;CYP3A4
3;0;0;0.026;1;-1.8070295;CYP3A4
3;0;0;0.0052;1;-1.544856875;CYP3A4
4;0;1;3.2;0;0.48186125;CYP3A4
4;0;1;0.65;0;-0.056776;CYP3A4
4;0;1;0.13;0;-1.55670875;CYP3A4
4;0;1;0.026;0;-1.55551175;CYP3A4
4;0;1;0.0052;0;-0.128961875;CYP3A4
4;0;0;3.2;0;1.55897825;CYP3A4
4;0;0;0.65;0;-0.28654225;CYP3A4
4;0;0;0.13;0;-1.347749;CYP3A4
4;0;0;0.026;0;-1.482002;CYP3A4
4;0;0;0.0052;0;-0.6524735;CYP3A4
2;1;1;3.25;0;0.5450365;CYP3A4
2;1;1;1.3;0;-1.160312;CYP3A4
2;1;1;0.65;0;-1.988577125;CYP3A4
2;1;1;0.325;0;-1.6550945;CYP3A4
2;1;0;3.25;0;1.27124075;CYP3A4
2;1;0;1.3;0;-0.70937375;CYP3A4
2;1;0;0.65;0;-1.21388525;CYP3A4
2;1;0;0.325;0;-1.2474985;CYP3A4
4;0;1;3.2;1;-1.77885425;CYP3A4
4;0;1;0.65;1;-0.88310475;CYP3A4
4;0;1;0.13;1;-1.953374625;CYP3A4
4;0;1;0.026;1;-1.530392;CYP3A4
4;0;0;3.2;1;-1.76989875;CYP3A4
4;0;0;0.65;1;-0.82551025;CYP3A4
4;0;0;0.13;1;-1.47010425;CYP3A4
4;0;0;0.026;1;-1.770421;CYP3A4
4;0;0;0.0052;1;-1.17632225;CYP3A4
2;1;1;3.25;1;-0.9149465;CYP3A4
2;1;1;1.3;1;-0.931545;CYP3A4
2;1;1;0.65;1;-0.852849125;CYP3A4
2;1;1;0.325;1;-1.9827965;CYP3A4
2;1;1;0.13;1;-1.1580535;CYP3A4
2;1;0;3.25;1;-1.47330675;CYP3A4
2;1;0;1.3;1;-0.61058375;CYP3A4
2;1;0;0.65;1;-0.75368825;CYP3A4
2;1;0;0.325;1;-2.013364;CYP3A4
2;1;0;0.13;1;-0.89472625;CYP3A4
3;1;1;3.25;0;0.58142275;CYP3A4
3;1;1;1.3;0;-0.31553825;CYP3A4
3;1;1;0.65;0;-1.35944875;CYP3A4
3;1;1;0.325;0;-0.76618675;CYP3A4
3;1;1;0.13;0;0.578976;CYP3A4
3;1;0;3.25;0;0.10614525;CYP3A4
3;1;0;1.3;0;-0.925049;CYP3A4
3;1;0;0.65;0;-1.059332625;CYP3A4
3;1;0;0.325;0;-0.8510275;CYP3A4
3;1;0;0.13;0;0.47460725;CYP3A4
5;0;1;3.2;0;-1.54138175;CYP3A4
5;0;1;0.65;0;-0.8508655;CYP3A4
5;0;1;0.13;0;-0.8924495;CYP3A4
5;0;1;0.026;0;-1.227876;CYP3A4
5;0;1;0.0052;0;-0.984601;CYP3A4
5;0;0;3.2;0;-1.717153;CYP3A4
5;0;0;0.65;0;-1.651638;CYP3A4
5;0;0;0.13;0;-1.00580325;CYP3A4
5;0;0;0.026;0;-1.6146215;CYP3A4
5;0;0;0.0052;0;-1.44760125;CYP3A4
3;1;1;3.25;1;-2.293521375;CYP3A4
3;1;1;1.3;1;-1.107541;CYP3A4
3;1;1;0.65;1;-1.42890875;CYP3A4
3;1;1;0.325;1;-0.693247;CYP3A4
3;1;1;0.13;1;-0.3379925;CYP3A4
3;1;0;3.25;1;-1.6529085;CYP3A4
3;1;0;1.3;1;-2.19356275;CYP3A4
3;1;0;0.65;1;-1.182165;CYP3A4
3;1;0;0.325;1;-1.60245025;CYP3A4
3;1;0;0.13;1;-0.3960735;CYP3A4
5;0;1;3.2;1;-0.12267875;CYP3A4
5;0;1;0.65;1;-0.30945075;CYP3A4
5;0;1;0.13;1;0.36452125;CYP3A4
5;0;1;0.026;1;-1.4741305;CYP3A4
5;0;1;0.0052;1;-1.815745;CYP3A4
5;0;0;3.2;1;0.65157925;CYP3A4
5;0;0;0.13;1;-0.02596925;CYP3A4
5;0;0;0.026;1;-1.459981;CYP3A4
5;0;0;0.0052;1;-1.891853375;CYP3A4
4;1;1;3.25;0;-0.357912;CYP3A4
4;1;1;1.3;0;-0.96631175;CYP3A4
4;1;1;0.65;0;-0.656084;CYP3A4
4;1;1;0.325;0;-2.126133;CYP3A4
4;1;0;3.25;0;0.200423;CYP3A4
4;1;0;1.3;0;-1.333558;CYP3A4
4;1;0;0.65;0;-1.34029925;CYP3A4
4;1;0;0.325;0;-1.3621765;CYP3A4
4;1;1;3.25;1;-0.74889075;CYP3A4
4;1;1;1.3;1;-0.11748475;CYP3A4
4;1;1;0.65;1;-1.770518375;CYP3A4
4;1;1;0.325;1;-1.80222;CYP3A4
4;1;0;3.25;1;-0.8385155;CYP3A4
4;1;0;1.3;1;-0.7705365;CYP3A4
4;1;0;0.65;1;-1.23389075;CYP3A4
4;1;0;0.325;1;-1.30809625;CYP3A4
4;1;0;0.13;1;-1.294167;CYP3A4
5;1;1;3.25;0;-1.51790825;CYP3A4
5;1;1;1.3;0;-0.80759775;CYP3A4
5;1;1;0.65;0;-0.98405725;CYP3A4
5;1;0;3.25;0;-1.547878;CYP3A4
5;1;0;1.3;0;-0.65774475;CYP3A4
5;1;0;0.65;0;-0.827431;CYP3A4
5;1;0;0.325;0;-0.57182425;CYP3A4
5;1;1;3.25;1;-1.1529115;CYP3A4
5;1;1;1.3;1;-0.06634775;CYP3A4
5;1;1;0.65;1;-1.086810875;CYP3A4
5;1;1;0.325;1;-0.50089175;CYP3A4
5;1;0;3.25;1;-0.66994625;CYP3A4
5;1;0;1.3;1;-1.336412;CYP3A4
5;1;0;0.65;1;-1.0157365;CYP3A4
5;1;0;0.325;1;-1.2566585;CYP3A4
1;0;1;3.2;0;3.3521065;CYP3A5
1;0;1;0.65;0;3.4932035;CYP3A5
1;0;1;0.13;0;2.311607875;CYP3A5
1;0;0;3.2;0;2.887521125;CYP3A5
1;0;0;0.65;0;2.99252675;CYP3A5
1;0;0;0.13;0;2.2892305;CYP3A5
1;0;0;0.026;0;3.23128975;CYP3A5
1;0;0;0.0052;0;3.061268;CYP3A5
2;0;1;3.2;0;2.703081;CYP3A5
2;0;1;0.65;0;1.71505575;CYP3A5
2;0;1;0.13;0;0.93561675;CYP3A5
2;0;0;3.2;0;3.140703;CYP3A5
2;0;0;0.65;0;1.8777115;CYP3A5
2;0;0;0.13;0;0.8491085;CYP3A5
2;0;0;0.026;0;0.994246;CYP3A5
2;0;0;0.0052;0;2.87123025;CYP3A5
1;1;1;3.25;0;3.6347235;CYP3A5
1;1;1;0.65;0;0.71690875;CYP3A5
1;1;0;3.25;0;3.56666025;CYP3A5
1;1;0;0.65;0;1.42801025;CYP3A5
1;0;1;3.2;1;2.057393;CYP3A5
1;0;1;0.65;1;2.57395475;CYP3A5
1;0;1;0.13;1;0.099847875;CYP3A5
1;0;1;0.026;1;1.72636775;CYP3A5
1;0;0;3.2;1;2.43159975;CYP3A5
1;0;0;0.65;1;1.90047775;CYP3A5
1;0;0;0.13;1;0.78071375;CYP3A5
1;0;0;0.026;1;1.11702175;CYP3A5
2;0;1;3.2;1;1.56053975;CYP3A5
2;0;1;0.65;1;1.14623725;CYP3A5
2;0;1;0.13;1;0.5964845;CYP3A5
2;0;1;0.026;1;0.589616625;CYP3A5
2;0;0;3.2;1;1.06659425;CYP3A5
2;0;0;0.65;1;1.32361275;CYP3A5
2;0;0;0.13;1;0.337893;CYP3A5
2;0;0;0.026;1;0.661814;CYP3A5
2;0;0;0.0052;1;0.600914;CYP3A5
3;0;1;3.2;0;2.2886585;CYP3A5
3;0;1;0.65;0;1.382795125;CYP3A5
3;0;1;0.13;0;1.689597125;CYP3A5
3;0;1;0.026;0;1.9585195;CYP3A5
3;0;0;3.2;0;2.464894;CYP3A5
3;0;0;0.65;0;1.96994975;CYP3A5
3;0;0;0.13;0;1.73750525;CYP3A5
3;0;0;0.026;0;2.15884525;CYP3A5
3;0;0;0.0052;0;2.32051175;CYP3A5
1;1;1;3.25;1;3.312189;CYP3A5
1;1;1;0.65;1;1.718800625;CYP3A5
1;1;1;0.13;1;2.20429175;CYP3A5
1;1;0;3.25;1;3.01411475;CYP3A5
1;1;0;0.65;1;1.64041575;CYP3A5
1;1;0;0.13;1;2.36957825;CYP3A5
3;0;1;3.2;1;1.67502475;CYP3A5
3;0;1;0.65;1;1.3019195;CYP3A5
3;0;1;0.13;1;0.76973175;CYP3A5
3;0;1;0.026;1;0.55441725;CYP3A5
3;0;1;0.0052;1;1.33372025;CYP3A5
3;0;0;3.2;1;1.421737;CYP3A5
3;0;0;0.65;1;0.89857225;CYP3A5
3;0;0;0.13;1;0.37355025;CYP3A5
3;0;0;0.026;1;0.0971315;CYP3A5
3;0;0;0.0052;1;0.315627125;CYP3A5
4;0;1;3.2;0;2.72891125;CYP3A5
4;0;1;0.65;0;2.8831425;CYP3A5
4;0;1;0.13;0;0.68800625;CYP3A5
4;0;1;0.026;0;0.63410075;CYP3A5
4;0;1;0.0052;0;2.376135625;CYP3A5
4;0;0;3.2;0;3.14718675;CYP3A5
4;0;0;0.65;0;1.73703475;CYP3A5
4;0;0;0.13;0;1.2434035;CYP3A5
4;0;0;0.026;0;0.899199;CYP3A5
4;0;0;0.0052;0;2.048356;CYP3A5
2;1;1;3.25;0;2.0213495;CYP3A5
2;1;1;1.3;0;0.5749805;CYP3A5
2;1;1;0.65;0;0.264075375;CYP3A5
2;1;1;0.325;0;0.2468175;CYP3A5
2;1;0;3.25;0;2.47801425;CYP3A5
2;1;0;1.3;0;0.86419475;CYP3A5
2;1;0;0.65;0;0.54520375;CYP3A5
2;1;0;0.325;0;0.7020565;CYP3A5
4;0;1;3.2;1;0.76132275;CYP3A5
4;0;1;0.65;1;0.89882925;CYP3A5
4;0;1;0.13;1;0.000722375;CYP3A5
4;0;1;0.026;1;0.588132;CYP3A5
4;0;0;3.2;1;0.22974475;CYP3A5
4;0;0;0.65;1;1.06379275;CYP3A5
4;0;0;0.13;1;0.41600475;CYP3A5
4;0;0;0.026;1;0.281338;CYP3A5
4;0;0;0.0052;1;1.58650725;CYP3A5
2;1;1;3.25;1;1.4770445;CYP3A5
2;1;1;1.3;1;1.136577;CYP3A5
2;1;1;0.65;1;0.400648875;CYP3A5
2;1;1;0.325;1;0.2629945;CYP3A5
2;1;1;0.13;1;1.2243525;CYP3A5
2;1;0;3.25;1;0.5741775;CYP3A5
2;1;0;1.3;1;0.75338375;CYP3A5
2;1;0;0.65;1;0.39844675;CYP3A5
2;1;0;0.325;1;0.040801;CYP3A5
2;1;0;0.13;1;1.26568775;CYP3A5
3;1;1;3.25;0;2.10056975;CYP3A5
3;1;1;1.3;0;1.34449225;CYP3A5
3;1;1;0.65;0;0.68111125;CYP3A5
3;1;1;0.325;0;1.40487075;CYP3A5
3;1;1;0.13;0;2.3696325;CYP3A5
3;1;0;3.25;0;2.24478125;CYP3A5
3;1;0;1.3;0;1.5205245;CYP3A5
3;1;0;0.65;0;1.071816875;CYP3A5
3;1;0;0.325;0;1.026339;CYP3A5
3;1;0;0.13;0;1.96005975;CYP3A5
5;0;1;3.2;0;2.02442675;CYP3A5
5;0;1;0.65;0;1.959012;CYP3A5
5;0;1;0.13;0;0.409699;CYP3A5
5;0;1;0.026;0;1.6599875;CYP3A5
5;0;1;0.0052;0;0.8269465;CYP3A5
5;0;0;3.2;0;1.0944535;CYP3A5
5;0;0;0.65;0;0.8049555;CYP3A5
5;0;0;0.13;0;0.81258775;CYP3A5
5;0;0;0.026;0;0.341167;CYP3A5
5;0;0;0.0052;0;0.57794175;CYP3A5
3;1;1;3.25;1;0.694042625;CYP3A5
3;1;1;1.3;1;1.80971875;CYP3A5
3;1;1;0.65;1;1.47339025;CYP3A5
3;1;1;0.325;1;1.1258435;CYP3A5
3;1;1;0.13;1;1.748076;CYP3A5
3;1;0;3.25;1;1.070862;CYP3A5
3;1;0;1.3;1;0.3502335;CYP3A5
3;1;0;0.65;1;1.021117;CYP3A5
3;1;0;0.325;1;1.21235675;CYP3A5
3;1;0;0.13;1;1.8970695;CYP3A5
5;0;1;3.2;1;1.63350625;CYP3A5
5;0;1;0.65;1;1.25732375;CYP3A5
5;0;1;0.13;1;1.27044925;CYP3A5
5;0;1;0.026;1;0.659553;CYP3A5
5;0;1;0.0052;1;1.031459;CYP3A5
5;0;0;3.2;1;1.87562175;CYP3A5
5;0;0;0.13;1;0.77506125;CYP3A5
5;0;0;0.026;1;0.525774;CYP3A5
5;0;0;0.0052;1;1.171513125;CYP3A5
4;1;1;3.25;0;1.340518;CYP3A5
4;1;1;1.3;0;1.02634775;CYP3A5
4;1;1;0.65;0;0.912449;CYP3A5
4;1;1;0.325;0;1.5425755;CYP3A5
4;1;0;3.25;0;1.592604;CYP3A5
4;1;0;1.3;0;0.5295645;CYP3A5
4;1;0;0.65;0;0.94310225;CYP3A5
4;1;0;0.325;0;1.157254;CYP3A5
4;1;1;3.25;1;1.48690375;CYP3A5
4;1;1;1.3;1;1.50968375;CYP3A5
4;1;1;0.65;1;1.016291875;CYP3A5
4;1;1;0.325;1;1.25364;CYP3A5
4;1;0;3.25;1;1.4370745;CYP3A5
4;1;0;1.3;1;2.263564;CYP3A5
4;1;0;0.65;1;0.76592175;CYP3A5
4;1;0;0.325;1;0.88716325;CYP3A5
4;1;0;0.13;1;1.0955645;CYP3A5
5;1;1;3.25;0;0.97838525;CYP3A5
5;1;1;1.3;0;0.93188375;CYP3A5
5;1;1;0.65;0;1.01246975;CYP3A5
5;1;0;3.25;0;1.089693;CYP3A5
5;1;0;1.3;0;1.25069575;CYP3A5
5;1;0;0.65;0;1.006058;CYP3A5
5;1;0;0.325;0;1.47921175;CYP3A5
5;1;1;3.25;1;1.1924465;CYP3A5
5;1;1;1.3;1;1.46494475;CYP3A5
5;1;1;0.65;1;0.791728125;CYP3A5
5;1;1;0.325;1;1.47682775;CYP3A5
5;1;0;3.25;1;1.31748875;CYP3A5
5;1;0;1.3;1;0.571543;CYP3A5
5;1;0;0.65;1;0.6935005;CYP3A5
5;1;0;0.325;1;1.191911;CYP3A5
1;0;1;3.2;0;4.9567155;CYP8B1
1;0;1;0.65;0;4.2926115;CYP8B1
1;0;1;0.13;0;4.508959375;CYP8B1
1;0;1;0.026;0;19.35076925;CYP8B1
1;0;0;3.2;0;5.050215125;CYP8B1
1;0;0;0.65;0;4.89784725;CYP8B1
1;0;0;0.13;0;4.461386;CYP8B1
1;0;0;0.026;0;5.04808275;CYP8B1
1;0;0;0.0052;0;5.3315585;CYP8B1
2;0;1;3.2;0;5.055866;CYP8B1
2;0;1;0.65;0;4.48647925;CYP8B1
2;0;1;0.13;0;4.57816525;CYP8B1
2;0;0;3.2;0;5.2529465;CYP8B1
2;0;0;0.65;0;4.5491095;CYP8B1
2;0;0;0.13;0;4.0507665;CYP8B1
2;0;0;0.026;0;4.4165415;CYP8B1
2;0;0;0.0052;0;5.30665475;CYP8B1
1;1;1;3.25;0;6.2696875;CYP8B1
1;1;1;0.65;0;3.08174675;CYP8B1
1;1;0;3.25;0;6.15018475;CYP8B1
1;1;0;0.65;0;3.56050525;CYP8B1
1;0;1;3.2;1;3.7574025;CYP8B1
1;0;1;0.65;1;3.14814175;CYP8B1
1;0;1;0.13;1;2.155877875;CYP8B1
1;0;1;0.026;1;4.06082475;CYP8B1
1;0;0;3.2;1;3.72997775;CYP8B1
1;0;0;0.65;1;3.14184725;CYP8B1
1;0;0;0.13;1;2.60374425;CYP8B1
1;0;0;0.026;1;2.95500725;CYP8B1
2;0;1;3.2;1;3.01352875;CYP8B1
2;0;1;0.65;1;3.17640575;CYP8B1
2;0;1;0.13;1;2.661928;CYP8B1
2;0;1;0.026;1;2.868108625;CYP8B1
2;0;0;3.2;1;2.66146025;CYP8B1
2;0;0;0.65;1;3.13616025;CYP8B1
2;0;0;0.13;1;2.5485825;CYP8B1
2;0;0;0.026;1;3.266301;CYP8B1
2;0;0;0.0052;1;3.451539;CYP8B1
3;0;1;3.2;0;3.9016535;CYP8B1
3;0;1;0.65;0;3.310659625;CYP8B1
3;0;1;0.13;0;4.093500625;CYP8B1
3;0;1;0.026;0;4.391187;CYP8B1
3;0;0;3.2;0;4.952642;CYP8B1
3;0;0;0.65;0;4.48003275;CYP8B1
3;0;0;0.13;0;4.25680575;CYP8B1
3;0;0;0.026;0;4.71233775;CYP8B1
3;0;0;0.0052;0;4.92029725;CYP8B1
1;1;1;3.25;1;4.4698345;CYP8B1
1;1;1;0.65;1;2.722332125;CYP8B1
1;1;1;0.13;1;3.12746325;CYP8B1
1;1;0;3.25;1;5.11314825;CYP8B1
1;1;0;0.65;1;2.74443275;CYP8B1
1;1;0;0.13;1;3.69357875;CYP8B1
3;0;1;3.2;1;3.55094825;CYP8B1
3;0;1;0.65;1;3.5335615;CYP8B1
3;0;1;0.13;1;2.60404025;CYP8B1
3;0;1;0.026;1;2.02672125;CYP8B1
3;0;1;0.0052;1;2.34003275;CYP8B1
3;0;0;3.2;1;3.940804;CYP8B1
3;0;0;0.65;1;3.07451325;CYP8B1
3;0;0;0.13;1;2.59308825;CYP8B1
3;0;0;0.026;1;1.8168275;CYP8B1
3;0;0;0.0052;1;2.065970125;CYP8B1
4;0;1;3.2;0;5.33244325;CYP8B1
4;0;1;0.65;0;3.7335555;CYP8B1
4;0;1;0.13;0;3.55610875;CYP8B1
4;0;1;0.026;0;3.17284075;CYP8B1
4;0;1;0.0052;0;5.279237625;CYP8B1
4;0;0;3.2;0;5.74253375;CYP8B1
4;0;0;0.65;0;3.98020375;CYP8B1
4;0;0;0.13;0;3.363438;CYP8B1
4;0;0;0.026;0;3.3292545;CYP8B1
4;0;0;0.0052;0;4.5221575;CYP8B1
2;1;1;3.25;0;5.320789;CYP8B1
2;1;1;1.3;0;3.375373;CYP8B1
2;1;1;0.65;0;2.474113375;CYP8B1
2;1;1;0.325;0;2.817976;CYP8B1
2;1;0;3.25;0;6.07101975;CYP8B1
2;1;0;1.3;0;3.41014225;CYP8B1
2;1;0;0.65;0;2.71677475;CYP8B1
2;1;0;0.325;0;2.942756;CYP8B1
4;0;1;3.2;1;3.14632325;CYP8B1
4;0;1;0.65;1;3.08008575;CYP8B1
4;0;1;0.13;1;2.406803875;CYP8B1
4;0;1;0.026;1;2.5915335;CYP8B1
4;0;0;3.2;1;2.34766925;CYP8B1
4;0;0;0.65;1;3.09393625;CYP8B1
4;0;0;0.13;1;2.51573575;CYP8B1
4;0;0;0.026;1;2.8380155;CYP8B1
4;0;0;0.0052;1;3.27412775;CYP8B1
2;1;1;3.25;1;3.7543595;CYP8B1
2;1;1;1.3;1;3.0107315;CYP8B1
2;1;1;0.65;1;3.002547875;CYP8B1
2;1;1;0.325;1;1.996892;CYP8B1
2;1;1;0.13;1;3.2491635;CYP8B1
2;1;0;3.25;1;3.5894535;CYP8B1
2;1;0;1.3;1;2.56629125;CYP8B1
2;1;0;0.65;1;2.70939225;CYP8B1
2;1;0;0.325;1;1.959904;CYP8B1
2;1;0;0.13;1;3.39898675;CYP8B1
3;1;1;3.25;0;5.29500775;CYP8B1
3;1;1;1.3;0;3.67341725;CYP8B1
3;1;1;0.65;0;3.52681775;CYP8B1
3;1;1;0.325;0;3.41433225;CYP8B1
3;1;1;0.13;0;5.5850085;CYP8B1
3;1;0;3.25;0;4.77225725;CYP8B1
3;1;0;1.3;0;3.7086605;CYP8B1
3;1;0;0.65;0;3.094393375;CYP8B1
3;1;0;0.325;0;3.3853465;CYP8B1
3;1;0;0.13;0;5.16618275;CYP8B1
5;0;1;3.2;0;3.37083625;CYP8B1
5;0;1;0.65;0;3.313366;CYP8B1
5;0;1;0.13;0;2.9785305;CYP8B1
5;0;1;0.026;0;2.7422805;CYP8B1
5;0;1;0.0052;0;3.3099245;CYP8B1
5;0;0;3.2;0;2.6292615;CYP8B1
5;0;0;0.65;0;2.7833185;CYP8B1
5;0;0;0.13;0;3.06140725;CYP8B1
5;0;0;0.026;0;2.653781;CYP8B1
5;0;0;0.0052;0;2.69618875;CYP8B1
3;1;1;3.25;1;2.594162625;CYP8B1
3;1;1;1.3;1;3.08125375;CYP8B1
3;1;1;0.65;1;3.38784225;CYP8B1
3;1;1;0.325;1;3.3435295;CYP8B1
3;1;1;0.13;1;3.9909395;CYP8B1
3;1;0;3.25;1;2.9986725;CYP8B1
3;1;0;1.3;1;2.495712;CYP8B1
3;1;0;0.65;1;2.95386;CYP8B1
3;1;0;0.325;1;2.34338025;CYP8B1
3;1;0;0.13;1;3.8388015;CYP8B1
5;0;1;3.2;1;3.40577575;CYP8B1
5;0;1;0.65;1;3.28204175;CYP8B1
5;0;1;0.13;1;3.20589075;CYP8B1
5;0;1;0.026;1;2.4945085;CYP8B1
5;0;1;0.0052;1;2.8964575;CYP8B1
5;0;0;3.2;1;3.76691925;CYP8B1
5;0;0;0.13;1;2.96352525;CYP8B1
5;0;0;0.026;1;2.598283;CYP8B1
5;0;0;0.0052;1;2.864816125;CYP8B1
4;1;1;3.25;0;4.1825495;CYP8B1
4;1;1;1.3;0;3.35312625;CYP8B1
4;1;1;0.65;0;3.6347005;CYP8B1
4;1;1;0.325;0;3.7305785;CYP8B1
4;1;0;3.25;0;4.8015315;CYP8B1
4;1;0;1.3;0;2.906132;CYP8B1
4;1;0;0.65;0;3.40745375;CYP8B1
4;1;0;0.325;0;4.054528;CYP8B1
4;1;1;3.25;1;3.73707625;CYP8B1
4;1;1;1.3;1;3.56340125;CYP8B1
4;1;1;0.65;1;2.635943875;CYP8B1
4;1;1;0.325;1;2.5912995;CYP8B1
4;1;0;3.25;1;3.5109515;CYP8B1
4;1;0;1.3;1;2.950192;CYP8B1
4;1;0;0.65;1;2.99103475;CYP8B1
4;1;0;0.325;1;2.57948875;CYP8B1
4;1;0;0.13;1;2.8892445;CYP8B1
5;1;1;3.25;0;3.33058675;CYP8B1
5;1;1;1.3;0;3.23078775;CYP8B1
5;1;1;0.65;0;3.39766675;CYP8B1
5;1;0;3.25;0;3.113875;CYP8B1
5;1;0;1.3;0;3.07534375;CYP8B1
5;1;0;0.65;0;2.8950475;CYP8B1
5;1;0;0.325;0;3.85538875;CYP8B1
5;1;1;3.25;1;2.754477;CYP8B1
5;1;1;1.3;1;2.92004825;CYP8B1
5;1;1;0.65;1;2.385498625;CYP8B1
5;1;1;0.325;1;3.31127775;CYP8B1
5;1;0;3.25;1;3.10787175;CYP8B1
5;1;0;1.3;1;2.2574705;CYP8B1
5;1;0;0.65;1;2.5649125;CYP8B1
5;1;0;0.325;1;2.5761865;CYP8B1
